ruta,clase,split
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/67aa53261a.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/9e058699bd.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/9da04c34e0.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/56cba1c9ce.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/7551559770.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/b716bbdcab.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/7532ba04cc.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/e6cea75c62.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/efbe20781a.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/6070efcb33.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/9eb2edbcd8.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/d723553215.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/7ef25d02bf.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/bcc329729b.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/11b78409ab.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/1fb9497ebc.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/04410d3f3e.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/86eacebb7e.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/899e5497f4.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/3508011e94.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/d7b7055827.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/fc24be825c.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/c743776a3b.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/c5451c5091.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/a6df66f37c.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/6d9388bbf9.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/f22e912f34.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/919db74aff.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/9c596c7751.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/51480afbb5.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/4a613a7ce7.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/e0edb4f0f8.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/62c531b14c.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/5cdceda7a8.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/242d324d34.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/f370659293.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/9a6f1fe629.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/1081877ad8.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/8f7fe8afc0.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/d0017998f2.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/ac9c4b0763.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/41935ccc16.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/f2a562eb86.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/f6626739df.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/36639cdf72.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/65210d2699.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/b86ef2b1da.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/4ab36e17ed.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/88e1d24812.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/0dc2850030.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/82a786101c.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/f9b0340829.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/8c0b5a8c2f.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/82a47b990f.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/35007cae26.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/6e6141666f.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/9e088fa94b.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/dd171f6ad5.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/2823891023.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/55b098c007.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/18b7dfd195.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/e777eadbac.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/e9830cbaf1.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/4017a26957.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/7f7e1ac903.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/8c52bb2928.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/03e8b4dfc0.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/1d0d999dca.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/5fa0c9015c.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/9f714af4f1.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/45fc655689.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/85be25ee5b.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/2b5fc3be98.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/1797cf0750.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/2308970460.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/975e7fa912.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/2378c0f5b0.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/223863f677.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/d60c11656a.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/b399aec653.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/d6b6886766.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/cdab7f088a.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/1c4a0fea88.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/61ca69cce8.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/9b1d2be363.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/90e72938c3.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/405e22be6c.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/b662973381.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/126424531a.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/6534ec19cc.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/ede639e3d0.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/60bb006476.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/ca4cafa016.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/b99f4d1cc8.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/540762e854.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/7b051d7250.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/b66b0e9a87.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/7c8c98c1f8.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/5eeb487ba5.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/c8ec8f8f7c.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/1dadbb259e.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/e7dd343e7c.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/79a233da8e.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/4680917d41.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/fc777f63ac.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/22076fe1fd.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/c38b775e25.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/819b94e675.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/98827eb96c.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/fa919163b7.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/f4b5640f59.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/fc95ef5eb1.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/c7c16fef9b.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/5969b7b5ae.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/b0ba769897.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/02ac9b15ed.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/0293651a9c.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/d8fa998cf4.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/283fe98a28.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/89b6493768.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/378a7d8a59.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/279b5530d0.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/ab01b7b12d.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/ee0d7cb760.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/a3192d53eb.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/56b13cf900.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/cf1ace9520.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/45b98e60ac.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/2e60298bfb.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/219431e3dc.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/808e5bf056.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/c1c1b93ed3.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/796f8c7b0a.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/plastico/13a7dd01f4.jpg,plastico,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/0baf767755.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/985c100f20.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/cfed4a59b5.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/e9bf219b43.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/89b82e00ca.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/2216a500db.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/40e9e8822d.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/5a28351205.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/00877881b2.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/a0cb377835.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/2f78612fe5.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/6b219b7868.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/c085efa842.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/0fa55681ec.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/72c6631433.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/dce9e803d1.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/078d177102.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/e790cf61af.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/310b97d058.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/2f3f6cd30d.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/12f58c7cb3.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/f6a5d112f3.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/06e9b0f821.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/c7186f3bc3.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/8ddece1bc5.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/0cc78dca73.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/a912f1bdde.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/7b4bd7a991.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/80f298dd9e.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/54366bf85b.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/fdc7d746f3.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/11bdcc18a0.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/eababe861c.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/fc6758ba60.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/4fafb1f8d3.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/ca85a97fe7.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/a91a9d1ad0.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/108949c536.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/1f79a7639b.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/94022adae4.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/a972883ad0.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/ba90197c33.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/d3c7f37fbf.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/83d19d1726.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/523f96403d.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/13e06fa859.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/18e0d43eb7.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/565300eec5.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/a26c26f2d9.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/a71a9be230.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/3682700b91.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/b4769e3e7a.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/9d9585ef9b.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/d81bc20d1f.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/cc9f9b1eb0.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/24eb3c1ac0.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/2cd755162b.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/f67265b77c.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/ba8a1be765.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/ea837f400e.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/9a3a51a798.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/8c188be703.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/c5ef755eb4.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/e0eca9f24b.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/5d854064d8.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/a2ed1aa412.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/485bea7e43.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/148adc0462.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/2843487580.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/9dfdbcfd91.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/b14439fc64.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/4d76d4a07a.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/d7fcd65516.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/0274842b87.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/b3759247b1.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/aa7adb6ba2.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/8c49d74588.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/236e6d936b.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/d312100d3d.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/e21d47fa70.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/8f4783988e.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/e4be44c34f.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/959efd96da.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/84d5d53ec3.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/a5f391115b.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/fa89f606d6.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/5aa1e2da17.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/366f8ebc5c.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/a22d73298c.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/a2ae7d1fd3.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/0420964438.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/aece213900.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/9269f9b920.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/bec5be08db.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/b00924e8d0.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/25dfcbfe8f.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/46ae2c3ce3.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/622f7f37a2.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/66c1870eb0.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/45f9fd8f74.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/ed9a548aa3.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/754999b3b3.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/1d454b1d54.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/bb44f51ebe.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/b66a6e9e43.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/749d86d902.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/0846bc9703.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/9f4081d182.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/46f5bf6971.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/3b8e18db0c.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/ee27beaff2.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/95c0842755.jpg,vidrio,train
/content/drive/MyDrive/project_factoria/waste_classifier/datasets/unified/train/vidrio/953e92c21e.jpg,vidrio,train
